id,content,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere
186,最早的扇子是用什么做的？,羽毛,32,30,28,26,24,16,4,羽毛。,32,30,28,26,24,16,4,,,,,,,,
187,中国最大的城市广场？,天安门广场,32,30,28,26,24,16,4,天安门广场。,32,30,28,26,24,16,4,,,,,,,,
188,中国野生动物保护协会的会徽是什么动物？,大熊猫,32,30,28,26,24,16,4,大熊猫。,32,30,28,26,24,16,4,,,,,,,,
189,世界上最大的青铜器是司母戊鼎吗？（请回答是或不是）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
190,薄公英靠水传播种子？（请回答是或不是）,不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
191,中国最浅的海是？,渤海,32,30,28,26,24,16,4,渤海。,32,30,28,26,24,16,4,,,,,,,,
192,被称为“诗圣”的唐代诗人是？,杜甫,32,30,28,26,24,16,4,杜甫。,32,30,28,26,24,16,4,,,,,,,,
193,中国最大的淡水湖是？,鄱阳湖,32,30,28,26,24,16,4,鄱阳湖。,32,30,28,26,24,16,4,,,,,,,,
194,“打蛇打七寸”的七寸是蛇的什么部位？,心脏,32,30,28,26,24,16,4,心脏。,32,30,28,26,24,16,4,,,,,,,,
195,五岳中的中岳是？,嵩山,32,30,28,26,24,16,4,嵩山。,32,30,28,26,24,16,4,,,,,,,,
196,校园歌曲《童年》的词曲作者是谁？,罗大佑,32,30,28,26,24,16,4,罗大佑。,32,30,28,26,24,16,4,,,,,,,,
197,李白笔下的“飞流直下三千尺，疑是银河落九天”指的是哪个风景区？,庐山,32,30,28,26,24,16,4,庐山。,32,30,28,26,24,16,4,,,,,,,,
198,“新郎官”最早用来指新科状元么？（请回答是或不是）,不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
199,六弦琴是什么乐器的别称？,吉他,32,30,28,26,24,16,4,吉他。,32,30,28,26,24,16,4,,,,,,,,
200,人体最坚硬的部分是？,牙齿,32,30,28,26,24,16,4,牙齿。,32,30,28,26,24,16,4,,,,,,,,
201,鱼有心脏吗？（请回答有或没有）,有,32,30,28,26,24,16,4,有。,32,30,28,26,24,16,4,,,,,,,,
202,卫星最多的行星是什么？,土星,32,30,28,26,24,16,4,土星。,32,30,28,26,24,16,4,,,,,,,,
203,最明亮的行星是什么？,金星,32,30,28,26,24,16,4,金星。,32,30,28,26,24,16,4,,,,,,,,
204,太阳系中最大的卫星是？,木卫三,32,30,28,26,24,16,4,木卫三。,32,30,28,26,24,16,4,,,,,,,,
205,世界上第一个成立的宪政国家是？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
206,世界上第一个建立的奴隶制国家是？,埃及,32,30,28,26,24,16,4,埃及。,32,30,28,26,24,16,4,,,,,,,,
207,宰杀家禽前先给它灌喝什么，宰杀后拔毛时就会既快又干净？,酒,32,30,28,26,24,16,4,酒。,32,30,28,26,24,16,4,,,,,,,,
208,跳高属于田赛还是径赛？,田赛,32,30,28,26,24,16,4,田赛。,32,30,28,26,24,16,4,,,,,,,,
209,天气晴朗时，从飞机上看到的彩虹是什么形状的？,圆形,32,30,28,26,24,16,4,圆形。,32,30,28,26,24,16,4,,,,,,,,
210,相声起源于哪里？,北京,32,30,28,26,24,16,4,北京。,32,30,28,26,24,16,4,,,,,,,,
211,双胞胎可能存在一白一黑相反的肤色，请回答对或错？,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
212,刚刚出生的婴儿啼哭的时候有眼泪吗？（请回答有或没有）,没有,32,30,28,26,24,16,4,没有。,32,30,28,26,24,16,4,,,,,,,,
213,天气预报起源于哪个国家？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
214,“天下第一奇山”是指？,黄山,32,30,28,26,24,16,4,黄山。,32,30,28,26,24,16,4,,,,,,,,
215,中国人过年吃的年糕是为了纪念哪位历史名人？,伍子胥,32,30,28,26,24,16,4,伍子胥。,32,30,28,26,24,16,4,,,,,,,,
216,眼镜是13世纪在哪个城市制成？,威尼斯,32,30,28,26,24,16,4,威尼斯。,32,30,28,26,24,16,4,,,,,,,,
217,俗称“长生果”是指什么？,花生,32,30,28,26,24,16,4,花生。,32,30,28,26,24,16,4,,,,,,,,
218,在称谓中称呼兄弟的儿子为什么？,侄子,32,30,28,26,24,16,4,侄子。,32,30,28,26,24,16,4,,,,,,,,
219,传说每年平安夜晚圣诞老天让你送礼物时候乘坐的雪橇是什么动物拉的？,驯鹿,32,30,28,26,24,16,4,驯鹿。,32,30,28,26,24,16,4,,,,,,,,
220,2000年夏季奥运会是在哪个城市举办的？,悉尼,32,30,28,26,24,16,4,悉尼。,32,30,28,26,24,16,4,,,,,,,,
221,世界杯足球比赛几年一次？,四年,32,30,28,26,24,16,4,四年。,32,30,28,26,24,16,4,4年,32,30,28,26,24,16,4
222,头戴礼帽，足登大皮靴，走路像鸭子的著名应该喜剧演员是谁？,卓别林,32,30,28,26,24,16,4,卓别林。,32,30,28,26,24,16,4,,,,,,,,
223,目前已经上映哈利波特系列电影已经到了第几部？,第七部,32,30,28,26,24,16,4,第七部。,32,30,28,26,24,16,4,,,,,,,,
224,经常用来庆祝胜利的香槟酒起源于哪个国家？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
225,我国国酒茅台酒出于哪个省份？,贵州,32,30,28,26,24,16,4,贵州。,32,30,28,26,24,16,4,,,,,,,,
226,卡拉OK是哪国人发明的？,日本人,32,30,28,26,24,16,4,日本人。,32,30,28,26,24,16,4,,,,,,,,
227,空调的发明者是美国人，对还是错？,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
228,我们现在实行的八小时工作制度最早在哪个国家出现？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
229,肯德基的创始人是什么军衔？,上校,32,30,28,26,24,16,4,上校。,32,30,28,26,24,16,4,,,,,,,,
230,美国第一所军事学校是什么学校？,西点军校,32,30,28,26,24,16,4,西点军校。,32,30,28,26,24,16,4,,,,,,,,
231,表示国内生产总值的英文简称是？,GDP,32,30,28,26,24,16,4,GDP。,32,30,28,26,24,16,4,,,,,,,,
232,以帆为造型的悉尼标志性建筑物是什么？,悉尼歌剧院,32,30,28,26,24,16,4,悉尼歌剧院。,32,30,28,26,24,16,4,,,,,,,,
233,首席执行官的职务英文简称？,CEO,32,30,28,26,24,16,4,CEO。,32,30,28,26,24,16,4,,,,,,,,
234,日常生活中我们把自己动手创作制作称为的英文简称？,DIY,32,30,28,26,24,16,4,DIY。,32,30,28,26,24,16,4,,,,,,,,
235,Siri是美国哪家公司其手机应用的一项语音控制功能？,苹果,32,30,28,26,24,16,4,苹果。,32,30,28,26,24,16,4,,,,,,,,
236,最早的红白机游戏超级玛丽由日本哪家知名游戏制作公司出品？,任天堂,32,30,28,26,24,16,4,任天堂。,32,30,28,26,24,16,4,,,,,,,,
237,古希腊是四大文明古国之一吗？（请回答是或不是）,不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
238,康熙王朝（注意问题的最后一句）：我真的还想再活多少年？（请用阿拉伯数字回答）,500,32,30,28,26,24,16,4,500。,32,30,28,26,24,16,4,500,32,30,28,26,24,16,4
239,负荆请罪讲的是廉颇和哪位丞相的故事？,蔺相如,32,30,28,26,24,16,4,蔺相如。,32,30,28,26,24,16,4,,,,,,,,
240,歇后语黄鼠狼给鸡拜年的下一句是什么？,没安好心,32,30,28,26,24,16,4,没安好心。,32,30,28,26,24,16,4,,,,,,,,
241,歇后语十五个吊桶打水的下一句是什么？,七上八下,32,30,28,26,24,16,4,七上八下。,32,30,28,26,24,16,4,,,,,,,,
242,壁虎在遇到敌人攻击，很危险的情况下会舍弃身体的什么部分逃走？,尾巴,32,30,28,26,24,16,4,尾巴。,32,30,28,26,24,16,4,,,,,,,,
243,世界上现存最大的两栖动物，因叫声很像幼儿哭声又名什么鱼？,娃娃鱼,32,30,28,26,24,16,4,娃娃鱼。,32,30,28,26,24,16,4,,,,,,,,
244,变脸是我国哪个表演戏剧的绝活？,川剧,32,30,28,26,24,16,4,川剧。,32,30,28,26,24,16,4,,,,,,,,
245,在灯光下用兽皮刻制的的人物剪影表演故事的民间戏剧形式叫什么？,皮影戏,32,30,28,26,24,16,4,皮影戏。,32,30,28,26,24,16,4,,,,,,,,
246,骨质疏松症主要是身体缺乏哪种矿物质？,钙,32,30,28,26,24,16,4,钙。,32,30,28,26,24,16,4,,,,,,,,
247,夜盲症是缺乏哪种维生素所导致？,维生素A,32,30,28,26,24,16,4,维生素A。,32,30,28,26,24,16,4,,,,,,,,
248,徐克电影笑傲江湖东方不败的东方不败由哪位女演员扮演的？,林青霞,32,30,28,26,24,16,4,林青霞。,32,30,28,26,24,16,4,,,,,,,,
249,陈凯歌导演的无极又被网友戏称一个什么引发的血案？,馒头,32,30,28,26,24,16,4,馒头。,32,30,28,26,24,16,4,,,,,,,,
250,2009年红极一时的歌曲，七月份的尾巴，是什么星座？,狮子座,32,30,28,26,24,16,4,狮子座。,32,30,28,26,24,16,4,,,,,,,,
251,由龚琳娜演唱的，被称为神曲的歌是？,忐忑,32,30,28,26,24,16,4,忐忑。,32,30,28,26,24,16,4,,,,,,,,
252,已使用有小哥一称，与周杰伦共同演唱千里之外的男歌手是谁？,费玉清,32,30,28,26,24,16,4,费玉清。,32,30,28,26,24,16,4,,,,,,,,
253,麻婆豆腐是我国哪个菜系的传统名菜？,川菜,32,30,28,26,24,16,4,川菜。,32,30,28,26,24,16,4,,,,,,,,
254,鱼翅是哪种动物的鳍所制成的？,鲨鱼,32,30,28,26,24,16,4,鲨鱼。,32,30,28,26,24,16,4,,,,,,,,
255,网络用来表达漠不关心不关自己事情的时候会说出来打什么？,酱油,32,30,28,26,24,16,4,酱油。,32,30,28,26,24,16,4,,,,,,,,
256,挥一挥衣袖，不带走一片云彩是哪位著名诗人的诗句？,徐志摩,32,30,28,26,24,16,4,徐志摩。,32,30,28,26,24,16,4,,,,,,,,
257,寻寻觅觅冷冷清清，凄凄惨惨戚戚是出自宋朝那位女词人之手？,李清照,32,30,28,26,24,16,4,李清照。,32,30,28,26,24,16,4,,,,,,,,
258,《霸王别姬》是京剧中有名的桥段，请问项羽在那条河边自刎的？,乌江,32,30,28,26,24,16,4,乌江。,32,30,28,26,24,16,4,,,,,,,,
259,中国大陆家庭电路的电压统一使用为多少伏？（请用阿拉伯数字回答）,220,32,30,28,26,24,16,4,220。,32,30,28,26,24,16,4,220,32,30,28,26,24,16,4
260,中国铁道部的CRH高速动车，统一命名为什么号？,和谐号,32,30,28,26,24,16,4,和谐号。,32,30,28,26,24,16,4,,,,,,,,
261,著名卡通形象米老鼠有几根手指？（请用阿拉伯数字回答）,4,32,30,28,26,24,16,4,4。,32,30,28,26,24,16,4,4,32,30,28,26,24,16,4
262,动画片中舒克贝塔历险记中，舒克是什么职业？,飞行员,32,30,28,26,24,16,4,飞行员。,32,30,28,26,24,16,4,,,,,,,,
263,人们通常用来送花的蓝色妖姬其实是什么花？,玫瑰,32,30,28,26,24,16,4,玫瑰。,32,30,28,26,24,16,4,,,,,,,,
264,四大名茶之一的龙井茶产地是哪个城市？,杭州,32,30,28,26,24,16,4,杭州。,32,30,28,26,24,16,4,,,,,,,,
265,农历除夕，人们准备除旧迎新，吃的团圆饭常叫做什么？,年夜饭,32,30,28,26,24,16,4,年夜饭。,32,30,28,26,24,16,4,,,,,,,,
266,中国法定节假日安排劳动者工作的，报酬不得低于普通工资的几倍？（请用阿拉伯数字回答）,3,32,30,28,26,24,16,4,3。,32,30,28,26,24,16,4,3,32,30,28,26,24,16,4
267,电影午夜凶铃中从电视剧爬出来的著名恐怖角色叫什么？,贞子,32,30,28,26,24,16,4,贞子。,32,30,28,26,24,16,4,,,,,,,,
268,007系列电影中，特工男主角的名字叫什么？,邦德,32,30,28,26,24,16,4,邦德。,32,30,28,26,24,16,4,,,,,,,,
269,我国古代时传统婚礼的拜天地有三拜，一拜天地，二拜？,高堂,32,30,28,26,24,16,4,高堂。,32,30,28,26,24,16,4,,,,,,,,
270,作为我国婚礼程序中，夫妻各执一杯酒，双手相交喝完表示相爱的喝酒形式叫什么？,交杯酒,32,30,28,26,24,16,4,交杯酒。,32,30,28,26,24,16,4,,,,,,,,
271,中国和朝鲜两国的界河叫做什么江？,鸭绿江,32,30,28,26,24,16,4,鸭绿江。,32,30,28,26,24,16,4,,,,,,,,
272,被誉为绿色林海的大兴安岭位于我国哪个省份？,黑龙江,32,30,28,26,24,16,4,黑龙江。,32,30,28,26,24,16,4,,,,,,,,
273,2008年奥运会的口号同一个世界，下一句是什么？,同一个梦想,32,30,28,26,24,16,4,同一个梦想。,32,30,28,26,24,16,4,,,,,,,,
274,羽毛球界被称为超级丹的运动员是谁？,林丹,32,30,28,26,24,16,4,林丹。,32,30,28,26,24,16,4,,,,,,,,
275,明月几时有，把酒问青天出自宋朝哪位词人之手？,苏轼,32,30,28,26,24,16,4,苏轼。,32,30,28,26,24,16,4,,,,,,,,
276,三国演义中蜀国的五虎大将里被称为常胜将军的是谁？,赵云,32,30,28,26,24,16,4,赵云。,32,30,28,26,24,16,4,,,,,,,,
277,一些轿车车身后面有1.6，1.8，2.9等阿拉伯数字这是指发动机的什么？,排量,32,30,28,26,24,16,4,排量。,32,30,28,26,24,16,4,,,,,,,,
278,“似曾相识燕归来”的上一句是？,无可奈何花落去,32,30,28,26,24,16,4,无可奈何花落去。,32,30,28,26,24,16,4,,,,,,,,
279,黄酒名品“加饭酒”的产地在哪个省？,浙江,32,30,28,26,24,16,4,浙江。,32,30,28,26,24,16,4,,,,,,,,
280,太阳金字塔坐落在哪个国家？,墨西哥,32,30,28,26,24,16,4,墨西哥。,32,30,28,26,24,16,4,,,,,,,,
281,“金屋藏娇”的故事与哪一位皇帝有关？,汉武帝,32,30,28,26,24,16,4,汉武帝。,32,30,28,26,24,16,4,,,,,,,,
282,最初“糖果”的糖取自？,蜂蜜,32,30,28,26,24,16,4,蜂蜜。,32,30,28,26,24,16,4,,,,,,,,
283,古书中男子手里常握有“三尺”，请问它指什么？,剑,32,30,28,26,24,16,4,剑。,32,30,28,26,24,16,4,,,,,,,,
284,成语“三人行，必有我师”、“敏而好学，不耻下问”出自？,论语,32,30,28,26,24,16,4,论语。,32,30,28,26,24,16,4,,,,,,,,
285,“问世间，情是何物，直教生死相许”语出？,元好问,32,30,28,26,24,16,4,元好问。,32,30,28,26,24,16,4,,,,,,,,
286,“梅妻鹤子”是谁的家庭状况？,林和靖,32,30,28,26,24,16,4,林和靖。,32,30,28,26,24,16,4,,,,,,,,
287,“好来宝”是哪个民族的即兴诗？,蒙古族,32,30,28,26,24,16,4,蒙古族。,32,30,28,26,24,16,4,,,,,,,,
288,圣诞颂歌《平安夜》的诞生地是？,奥地利,32,30,28,26,24,16,4,奥地利。,32,30,28,26,24,16,4,,,,,,,,
289,电池上的“R、S、F”三个字母代表什么？,形状,32,30,28,26,24,16,4,形状。,32,30,28,26,24,16,4,,,,,,,,
290,玻璃幕墙的光反射是否造成光污染？,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
291,动物中视角最大的是什么？,鱼,32,30,28,26,24,16,4,鱼。,32,30,28,26,24,16,4,,,,,,,,
292,唐太宗的“太宗”指的是他的？,庙号,32,30,28,26,24,16,4,庙号。,32,30,28,26,24,16,4,,,,,,,,
293,世界上最早的节目主持人是主持什么节目的？,新闻,32,30,28,26,24,16,4,新闻。,32,30,28,26,24,16,4,,,,,,,,
294,“韦编三绝”中的“韦”指的是什么？,皮绳,32,30,28,26,24,16,4,皮绳。,32,30,28,26,24,16,4,,,,,,,,
295,人体具有解毒作用的内脏是什么？,肝脏,32,30,28,26,24,16,4,肝脏。,32,30,28,26,24,16,4,,,,,,,,
296,汉字“廿”表示什么？,二十,32,30,28,26,24,16,4,二十。,32,30,28,26,24,16,4,,,,,,,,
297,我国古代“八卦”中的符号“--”代表什么？,阴,32,30,28,26,24,16,4,阴。,32,30,28,26,24,16,4,,,,,,,,
298,“工笔”是哪种绘画形式的技法？,国画,32,30,28,26,24,16,4,国画。,32,30,28,26,24,16,4,,,,,,,,
299,鸡蛋里蛋黄和蛋清哪个的脂肪含量高？,蛋黄,32,30,28,26,24,16,4,蛋黄。,32,30,28,26,24,16,4,,,,,,,,
300,如果要在一块铜片上用电镀的方法镀上一层锌，应该把锌片放在？,阳极,32,30,28,26,24,16,4,阳极。,32,30,28,26,24,16,4,,,,,,,,
301,中国被称为“不夜城”的城市是哪一座城市？,漠河,32,30,28,26,24,16,4,漠河。,32,30,28,26,24,16,4,,,,,,,,
302,大气中起吸收紫外线、保护地球生命作用的是哪种成分？,臭氧,32,30,28,26,24,16,4,臭氧。,32,30,28,26,24,16,4,,,,,,,,
303,“破釜沉舟”这个成语出于哪次战争？,巨鹿之战,32,30,28,26,24,16,4,巨鹿之战。,32,30,28,26,24,16,4,,,,,,,,
304,“伯乐一顾”中的伯乐看的是什么？,马,32,30,28,26,24,16,4,马。,32,30,28,26,24,16,4,,,,,,,,
305,牛奶被称为“液体面包”的是对还是错？,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
306,CBD最早产生于20世纪20年代的美国，中文译是什么？,商务中心区,32,30,28,26,24,16,4,商务中心区。,32,30,28,26,24,16,4,,,,,,,,
307,维也纳的多瑙运河是为什么而修建的？,防洪,32,30,28,26,24,16,4,防洪。,32,30,28,26,24,16,4,,,,,,,,
308,唐人有诗云：“城头击鼓传花枝，席上搏拳握松子”中“搏拳”的含义是什么？,划拳,32,30,28,26,24,16,4,划拳。,32,30,28,26,24,16,4,,,,,,,,
309,连接深圳与香港的边界桥叫什么？,罗湖桥,32,30,28,26,24,16,4,罗湖桥。,32,30,28,26,24,16,4,,,,,,,,
310,“三过家门而不入”是哪一历史人物的故事？,禹,32,30,28,26,24,16,4,禹。,32,30,28,26,24,16,4,,,,,,,,
311,地球上的四季变迁是由什么引起的？,地球公转,32,30,28,26,24,16,4,地球公转。,32,30,28,26,24,16,4,,,,,,,,
312,人体中最大的消化腺是什么？,肝脏,32,30,28,26,24,16,4,肝脏。,32,30,28,26,24,16,4,,,,,,,,
313,坦克是哪个国家发明的？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
314,莫斯科市最大规模的交通系统是什么？,地铁,32,30,28,26,24,16,4,地铁。,32,30,28,26,24,16,4,,,,,,,,
315,平面直角坐标系中，右下方为第几象限？,第四象限,32,30,28,26,24,16,4,第四象限。,32,30,28,26,24,16,4,,,,,,,,
316,“吴带当风”是形容我国唐代哪个画家的笔法？,吴道子,32,30,28,26,24,16,4,吴道子。,32,30,28,26,24,16,4,,,,,,,,
317,中国面积最大的省份是哪一个？,新疆,32,30,28,26,24,16,4,新疆。,32,30,28,26,24,16,4,,,,,,,,
318,传说中的巫山神女名叫什么？,瑶姬,32,30,28,26,24,16,4,瑶姬。,32,30,28,26,24,16,4,,,,,,,,
319,我国历史上第一部编年体史书是？,春秋,32,30,28,26,24,16,4,春秋。,32,30,28,26,24,16,4,,,,,,,,
320,人类最早使用的工具，是什么材料的？,石头,32,30,28,26,24,16,4,石头。,32,30,28,26,24,16,4,,,,,,,,
321,徐霞客曾经盛赞一座山为“四海名山皆过目，就中此景难图录。”这座山指的是？,雁荡山,32,30,28,26,24,16,4,雁荡山。,32,30,28,26,24,16,4,,,,,,,,
322,用子弹打玻璃，是什么首先打碎了玻璃？,空气,32,30,28,26,24,16,4,空气。,32,30,28,26,24,16,4,,,,,,,,
323,“知天命”是多少岁？,五十岁,32,30,28,26,24,16,4,五十岁。,32,30,28,26,24,16,4,50岁,32,30,28,26,24,16,4
324,公元618-907年，是我国古代的哪个朝代？,唐朝,32,30,28,26,24,16,4,唐朝。,32,30,28,26,24,16,4,,,,,,,,
325,日食只可能发生在农历的什么日？,朔日,32,30,28,26,24,16,4,朔日。,32,30,28,26,24,16,4,,,,,,,,
326,我国西晋的第一代皇帝名叫什么？,司马炎,32,30,28,26,24,16,4,司马炎。,32,30,28,26,24,16,4,,,,,,,,
327,中国国家大剧院最终采用了哪国设计师的方案？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
328,对植物的分布起决定作用的是土质，对吗？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
329,明代官服上绣有大块的“补丁”即“补子”，那么“补丁”上的图案是什么？,飞禽走兽,32,30,28,26,24,16,4,飞禽走兽。,32,30,28,26,24,16,4,,,,,,,,
330,“东山再起”这个典故讲的是什么人？,谢安,32,30,28,26,24,16,4,谢安。,32,30,28,26,24,16,4,,,,,,,,
331,被称为“第七艺术”的是什么？,电影,32,30,28,26,24,16,4,电影。,32,30,28,26,24,16,4,,,,,,,,
332,“惊天动地”作为成语，原本是形容一个人的诗文影响力，这个人是？,李白,32,30,28,26,24,16,4,李白。,32,30,28,26,24,16,4,,,,,,,,
333,“身无彩凤双飞翼，心有灵犀一点通。”是哪一个诗人的诗句？,李商隐,32,30,28,26,24,16,4,李商隐。,32,30,28,26,24,16,4,,,,,,,,
334,“菽”是对什么的总称？,豆类,32,30,28,26,24,16,4,豆类。,32,30,28,26,24,16,4,,,,,,,,
